record_id,canonical_id,source,provenance_sources,source_record_id,doi,pmid,pmcid,title,abstract,year,publication_date,document_type,language,url,is_preprint,duplicate_count,query_branches,local_multiomics_match,local_aging_match,local_causal_anchor_match,local_three_block_match
doi:10.1002/jcsm.70002,doi:10.1002/jcsm.70002,pubmed,pubmed,40745399,10.1002/jcsm.70002,40745399,PMC12313545,Exogenous Nucleotides Supplementation Attenuates Age-Related Sarcopenia.,"Sarcopenia, an age-related clinical syndrome characterized by reduced skeletal muscle mass and strength, often leads to a loss of physical function. Nucleotides (NTs) supplementation is a potential strategy for preventing age-related sarcopenia as evidence suggests that NTs declined in muscles with aging, and 5'-CMP, 5'-UMP can mitigate muscle atrophy in C2C12 myotubes. This study aimed to investigate the effects of NTs supplementation on sarcopenia and its possible mechanism. Senescence-accelerated mouse prone-8 (SAMP8) mice and C2C12 cells were used to assess the effect of NTs on sarcopenia. We fed an NTs-enriched mixture to SAMP8 mice starting from the age of 3 months for 9 months or 15 months. NTs' effects on H 2 O 2 -induced C2C12 atrophy cells were tested using nucleotide monomers and mixtures. The body composition was measured by EchoMRI analysis meter. Physical performance was tested including grip strength, wire hang, horizontal bar and gait test. The immunofluorescence staining was used to evaluate the cross-sectional area (CSA) or type of muscle fibers and the diameter of myotubes. RT-qPCR, western blot, RNA sequencing (RNA-seq) and targeted metabolomic analyses were conducted to elucidate the underlying mechanisms. The results demonstrated that NTs significantly increased lean mass/body weight (p < 0.01, η 2 = 0.434), the grip strength at 7 (p < 0.0001, η 2 = 0.312), 9 (p < 0.001, η 2 = 0.293) and 11 (p < 0.0001, η 2 = 0.507) months of age and the gait speed of mice (p < 0.0001, η 2 = 0.3861). The immunofluorescence staining results indicated that NTs increased the CSA of muscle fibers (p < 0.0001, η 2 = 0.1081), especially for type IIb fibres. The RNA-seq results showed that NTs significantly downregulated the expression of sarcopenia-related genes (Trim63, Dkk3 and Mt1). The downregulation of Fbxo32, Trim63, Dkk3, Mt1 and p53 genes in NTs intervention group was confirmed by RT-qPCR and/or western blot (p < 0.05). Integrated analyses of RNA-seq and metabolomic showed that NTs could cause changes in metabolites, such as ketoleucine, 3-hydroxylisovalerylcarnitine and 3-methyl-2-oxovaleric acid, which could further regulate sarcopenia-related genes and inhibit protein degradation and promote protein synthesis. In vitro studies confirmed that NTs increased myotubes diameter and decreased expression of sarcopenia-related genes. Our findings reveal the protective role of NTs in improving muscle protein balance during ageing, suggesting they may serve as a conditionally essential nutrient for older individuals. Further research is needed to explore the efficacy and safety of NTs supplementation for sarcopenia in humans.",2025,2025-08-01,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/40745399/,False,0,,True,True,True,True
doi:10.1038/s41588-021-00898-9,doi:10.1038/s41588-021-00898-9,europepmc,europepmc;pubmed;scopus,MED:34326545,10.1038/s41588-021-00898-9,34326545,PMC7611517,Variably methylated retrotransposons are refractory to a range of environmental perturbations.,"The agouti viable yellow (A vy ) allele is an insertional mutation in the mouse genome caused by a variably methylated intracisternal A particle (VM-IAP) retrotransposon. A vy expressivity is sensitive to a range of early-life chemical exposures and nutritional interventions, suggesting that environmental perturbations can have long-lasting effects on the methylome. However, the extent to which VM-IAP elements are environmentally labile with phenotypic implications is unknown. Using a recently identified repertoire of VM-IAPs, we assessed the epigenetic effects of different environmental contexts. A longitudinal aging analysis indicated that VM-IAPs are stable across the murine lifespan, with only small increases in DNA methylation detected for a subset of loci. No significant effects were observed after maternal exposure to the endocrine disruptor bisphenol A, an obesogenic diet or methyl donor supplementation. A genetic mouse model of abnormal folate metabolism exhibited shifted VM-IAP methylation levels and altered VM-IAP-associated gene expression, yet these effects are likely largely driven by differential targeting by polymorphic KRAB zinc finger proteins. We conclude that epigenetic variability at retrotransposons is not predictive of environmental susceptibility.",2021,2021-07-29,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",eng,https://europepmc.org/article/MED/34326545,False,2,,True,True,True,True
doi:10.1093/schbul/sbae044,doi:10.1093/schbul/sbae044,pubmed,europepmc;pubmed;scopus,38616054,10.1093/schbul/sbae044,38616054,PMC11548934,Shared Genetic Determinants of Schizophrenia and Autism Spectrum Disorder Implicate Opposite Risk Patterns: A Genome-Wide Analysis of Common Variants.,"The synaptic pruning hypothesis posits that schizophrenia (SCZ) and autism spectrum disorder (ASD) may represent opposite ends of neurodevelopmental disorders: individuals with ASD exhibit an overabundance of synapses and connections while SCZ was characterized by excessive pruning of synapses and a reduction. Given the strong genetic predisposition of both disorders, we propose a shared genetic component, with certain loci having differential regulatory impacts. Genome-Wide single nucleotide polymorphism (SNP) data of European descent from SCZ (N cases = 53 386, N controls = 77 258) and ASD (N cases = 18 381, N controls = 27 969) were analyzed. We used genetic correlation, bivariate causal mixture model, conditional false discovery rate method, colocalization, Transcriptome-Wide Association Study (TWAS), and Phenome-Wide Association Study (PheWAS) to investigate the genetic overlap and gene expression pattern. We found a positive genetic correlation between SCZ and ASD (rg = .26, SE = 0.01, P = 7.87e-14), with 11 genomic loci jointly influencing both conditions (conjFDR <0.05). Functional analysis highlights a significant enrichment of shared genes during early to mid-fetal developmental stages. A notable genetic region on chromosome 17q21.31 (lead SNP rs2696609) showed strong evidence of colocalization (PP.H4.abf = 0.85). This SNP rs2696609 is linked to many imaging-derived brain phenotypes. TWAS indicated opposing gene expression patterns (primarily pseudogenes and long noncoding RNAs [lncRNAs]) for ASD and SCZ in the 17q21.31 region and some genes (LRRC37A4P, LINC02210, and DND1P1) exhibit considerable variation in the cerebellum across the lifespan. Our findings support a shared genetic basis for SCZ and ASD. A common genetic variant, rs2696609, located in the Chr17q21.31 locus, may exert differential risk regulation on SCZ and ASD by altering brain structure. Future studies should focus on the role of pseudogenes, lncRNAs, and cerebellum in synaptic pruning and neurodevelopmental disorders.",2024,2024-11-08,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/38616054/,False,2,,True,True,True,True
doi:10.1126/scitranslmed.aaa5843,doi:10.1126/scitranslmed.aaa5843,semantic_scholar,europepmc;openalex;pubmed;scopus;semantic_scholar,cba7c2cc42e252f7b57ed087cbeee497de1ab8f5,10.1126/scitranslmed.aaa5843,26084806,4507505,Vinculin network–mediated cytoskeletal remodeling regulates contractile function in the aging heart,"Cardiac vinculin overexpression is a conserved aging response that is associated with enhanced myocardial performance and extended organismal life span. Sending in vinculin reinforcements A common charge for graceful aging is to stay “young at heart.” With age, the heart undergoes necessary remodeling to keep it functioning—or young—even though the heart experiences relatively little regeneration in the human lifetime. The mechanisms of remodeling in mammals remain unclear but, if known, could help develop new therapies to treat heart failure, a leading killer in the developed world. Kaushik et al. therefore performed a proteomic analysis in old and young monkeys and rats, and identified one protein at the heart of it all: vinculin. Vinculin is conserved across species, being present at cell-matrix and cell-cell adhesions and also anchoring the cardiomyocyte membrane to its actin cytoskeleton. Thus, Kaushik et al. hypothesized that vinculin accumulates with age to regulate cytoskeletal stiffening and heart cell contractility. This mechanism was confirmed in rats and in different strains of Drosophila, supporting the notion that particular aspects of heart remodeling are beneficial and prolong life span, rather than being maladaptive. By using several models and producing a large proteomic network centered on vinculin and other cytoskeletal proteins, the authors have put forth a valuable resource for better understanding cardiac aging and for selecting therapeutic targets to prevent heart failure and also keep the heart young and beating as we age. The human heart is capable of functioning for decades despite minimal cell turnover or regeneration, suggesting that molecular alterations help sustain heart function with age. However, identification of compensatory remodeling events in the aging heart remains elusive. We present the cardiac proteomes of young and old rhesus monkeys and rats, from which we show that certain age-associated remodeling events within the cardiomyocyte cytoskeleton are highly conserved and beneficial rather than deleterious. Targeted transcriptomic analysis in Drosophila confirmed conservation and implicated vinculin as a unique molecular regulator of cardiac function during aging. Cardiac-restricted vinculin overexpression reinforced the cortical cytoskeleton and enhanced myofilament organization, leading to improved contractility and hemodynamic stress tolerance in healthy and myosin-deficient fly hearts. Moreover, cardiac-specific vinculin overexpression increased median life span by more than 150% in flies. A broad array of potential therapeutic targets and regulators of age-associated modifications, specifically for vinculin, are presented. These findings suggest that the heart has molecular mechanisms to sustain performance and promote longevity, which may be assisted by therapeutic intervention to ameliorate the decline of function in aging patient hearts.",2015,2015-06-17,JournalArticle,,https://www.semanticscholar.org/paper/cba7c2cc42e252f7b57ed087cbeee497de1ab8f5,False,4,,True,True,True,True
doi:10.1186/s12866-026-04987-9,doi:10.1186/s12866-026-04987-9,semantic_scholar,europepmc;openalex;pubmed;scopus;semantic_scholar,282a59d8c2c3fac9e249e61252428b5923cf7e1b,10.1186/s12866-026-04987-9,41877025,13137672,Integrated analysis of the gut mycobiota and plasma metabolome reveals mortality and age-specific characteristics in sepsis,"Background Sepsis, a life-threatening syndrome with especially high incidence and mortality in older adults, imposes a major global health burden. Although the gut bacterial microbiota is known to influence sepsis pathogenesis, the role of the gut fungal community (mycobiota) and its functional metabolic output remains largely unknown. In this study, we characterized sepsis-associated alterations in the gut mycobiota and related plasma metabolic signatures, and explored their associations with age and survival outcomes. Methods We conducted an integrated multi-omics analysis of fecal samples from patients with sepsis and matched healthy controls. Using internal transcribed spacer 1 (ITS1) sequencing and untargeted plasma metabolomics at admission, we compared the gut mycobiota composition and metabolic profiles between groups across age strata (non-older vs. older adults) and survival outcomes. Results Patients with sepsis exhibited significant gut mycobiota dysbiosis, characterized by a loss of diversity and marked overgrowth of opportunistic Candida. Metabolomics revealed distinct perturbations, particularly in the bile acid and inflammatory pathways. These alterations were profoundly exacerbated in non-survivors and elderly patients and were strongly correlated with higher Acute Physiology and Chronic Health Evaluation II (APACHE II) scores, organ failure, and mortality. Conclusion Our study identified a sepsis-specific gut mycobiota signature and associated plasma metabolomic disturbances that were associated with mortality and accentuated by aging. These findings reveal an association between the gut mycobiota, host metabolism, and clinical outcomes in sepsis, which merits further validation to assess its potential for prognostic or therapeutic applications. However, the causal relationship remains to be established, and future studies are needed to validate these associations and explore their translational potential. Graphical Abstract Summary of the study design and key findings. The integrated multi-omics analysis characterized alterations in the gut mycobiota and plasma metabolome in sepsis patients stratified by age and survival status, revealing associations of microbial and metabolic signatures with clinical outcomes. Supplementary Information The online version contains supplementary material available at 10.1186/s12866-026-04987-9.",2026,2026-03-24,JournalArticle,,https://www.semanticscholar.org/paper/282a59d8c2c3fac9e249e61252428b5923cf7e1b,False,4,,True,True,True,True
doi:10.3389/fpsyt.2025.1730143,doi:10.3389/fpsyt.2025.1730143,pubmed,pubmed;scopus,41704524,10.3389/fpsyt.2025.1730143,41704524,PMC12907309,Brain imaging data and summary data-based Mendelian randomization analysis reveal the impact of multiorgan aging on schizophrenia.,"The adverse health outcomes of schizophrenia (SZ) are largely driven by the high prevalence of other non-neurological diseases. In addition to accelerated brain aging, patients with SZ also exhibit signs of systemic aging. However, the potential causal or biological mechanisms between multisystem aging and schizophrenia remain unknown. We obtained SZ-associated single-nucleotide polymorphism (SNP) sets, aging gene data, and tissue-specific cis-expression quantitative trait locus (cis-eQTL) data of the cerebral cortex and other tissues from a previous two-stage genome-wide association study (GWAS), GeneCards database, and Genotype-Tissue Expression (GTEx) project. We employed tissue-specific Mendelian randomization (MR) analysis to elucidate the tissue-specific expression patterns of aging-related genes, and used the summary data-based MR (SMR) approach to obtain tissue aging-related genes associated with the risk of SZ development. We identified the potential aging-related pathways through which these tissue-specific cis-eQTLs may affect SZ using enrichment analyses. Finally, we explored the relationship between the identified crucial aging-related genes and predicted age difference (PAD) of the brain in our clinical patients. We found that the expression of tissue-specific aging genes, including synuclein alpha ( SNCA ), angiotensin I converting enzyme ( ACE ), BRCA1 DNA repair-associated ( BRCA1 ), MutL homolog 1 ( MLH1 ), vascular endothelial growth factor A ( VEGFA) , microtubule-associated protein tau ( MAPT ), and age-related maculopathy susceptibility 2 ( ARMS2 ), may affect SZ. The tissue-specific cis-eQTL may influence SZ through aging pathways. The brain PAD was significantly higher in the high-expression group of BRCA1 than in the low-expression group. This study provides valuable clues to understand the link between SZ and multiorgan system aging and improves the current understanding of multiple tissue-specific aging-related genes with SZ.",2026,2026-02-02,Journal Article,eng,https://pubmed.ncbi.nlm.nih.gov/41704524/,False,1,,False,True,True,False
